what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU master group not set.",1350051806233
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806233
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806233
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806236
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806236
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806280
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806280
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806282
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806282
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806320
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806320
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806320
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350051806321
error,log,,,"SOPC design not set.",1350051807880
error,log,,,"CPU module not set.",1350051807880
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350051807880
error,log,,,"CPU architecture type not set. ",1350051807880
error,log,,,"CPU master group not set.",1350051807881
error,log,,,"SOPC design not set.",1350051807911
error,log,,,"CPU module not set.",1350051807912
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350051807912
error,log,,,"CPU architecture type not set. ",1350051807912
error,log,,,"CPU master group not set.",1350051807912
error,log,,,"SOPC design not set.",1350051807942
error,log,,,"CPU module not set.",1350051807942
