what,kind,bundleId,bundleVersion,description,time
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195143
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195143
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195252
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195252
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195362
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195362
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195471
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195471
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195580
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195580
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195689
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195689
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195798
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195798
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195908
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054195908
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054196017
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054196017
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054196126
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054196126
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054196235
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054196235
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054196344
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054196344
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350054196454
