what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350054203037
error,log,,,"CPU architecture type not set. ",1350054203037
error,log,,,"CPU master group not set.",1350054203037
error,log,,,"SOPC design not set.",1350054203177
error,log,,,"CPU module not set.",1350054203177
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350054203177
error,log,,,"CPU architecture type not set. ",1350054203177
error,log,,,"CPU master group not set.",1350054203177
error,log,,,"SOPC design not set.",1350054203224
error,log,,,"CPU module not set.",1350054203224
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350054203224
error,log,,,"CPU architecture type not set. ",1350054203224
error,log,,,"CPU master group not set.",1350054203224
error,log,,,"SOPC design not set.",1350054203255
error,log,,,"CPU module not set.",1350054203255
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350054203255
error,log,,,"CPU architecture type not set. ",1350054203255
error,log,,,"CPU master group not set.",1350054203255
error,log,,,"SOPC design not set.",1350054203302
error,log,,,"CPU module not set.",1350054203302
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350054203302
error,log,,,"CPU architecture type not set. ",1350054203302
error,log,,,"CPU master group not set.",1350054203302
error,log,,,"SOPC design not set.",1350054203333
error,log,,,"CPU module not set.",1350054203333
