what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1350050267042
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350050267042
error,log,,,"CPU architecture type not set. ",1350050267042
error,log,,,"CPU master group not set.",1350050267043
error,log,,,"SOPC design not set.",1350050267081
error,log,,,"CPU module not set.",1350050267081
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350050267081
error,log,,,"CPU architecture type not set. ",1350050267081
error,log,,,"CPU master group not set.",1350050267082
error,log,,,"SOPC design not set.",1350050267118
error,log,,,"CPU module not set.",1350050267119
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350050267119
error,log,,,"CPU architecture type not set. ",1350050267119
error,log,,,"CPU master group not set.",1350050267119
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350050268540
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1350050268563
opened,view,com.altera.sbtgui.launch,10.0.0.218,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1350050271331
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1350050271554
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1350050271567
activated,view,com.altera.sbtgui.launch,10.0.0.218,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1350050282730
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350050308217
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350050350100
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350050352007
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350050387611
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350050387666
